item_id,L1,en_target_word,en_target_pos,en_target_clue,L1_source_word,L1_context,GLMM_score,ipa_en,ipa_l1,freq,morpheme_count,char_length,syllables,edit_distance,phon_edit_distance
143,de,probably,adverb,p_______,wahrscheinlich (nicht: possibly),Er geht gerade nicht ans Telefon. Er ist wahrscheinlich im Keller.,-0.891838076,pɹɑːbəbli,vɑːɾʃaɪnlɪç nɪçt pɔsɪbliː,5.37,2,8,2,27,21
144,de,judge,verb,j____,"jdn/etw beurteilen, einschätzen",Die Firmen werden aufgrund ihrer Erfolge beurteilt.,0.525559573,dʒʌdʒ,jɔtdeːɛn ɛtf bəʊɐtaɪlən aɪnʃɛtsən,4.95,1,5,1,28,32
145,de,chronologically,adverb,c______________,chronologisch,Die Ereignisse sind chronologisch geordnet.,-0.933732761,kɹɑːnəlɑːdʒɪkli,kroːnoːloːɡɪʃ,2.91,2,15,5,5,10
146,de,static,adjective,s_____,statisch,Die Verkaufszahlen für dieses Modell sind statisch.,0.956895512,stæɾɪk,ʃtɑtɪʃ,4.05,1,6,2,2,4
147,de,contract,noun,c_______,Vertrag,Sie bekam sofort einen unbefristeten Arbeitsvertrag.,0.335387387,kɑːntɹækt,fɛɾtrɑːk,4.94,1,8,2,5,8
148,de,feminism,noun,f_______,Feminismus,Der Feminismus kämpft für die Rechte der Frauen.,1.002312137,fɛmɪnɪzəm,feːmiːnɪsmʊs,3.85,1,8,3,3,8
149,de,webpage,noun,w______,Internetseite,"Wir haben im Kurs gelernt, wie man eine Internetseite erstellt. (NICHT: Website)",-2.451129424,wɛbpeɪdʒ,ɪntɜnɛtzaɪtə,3.36,1,7,1,11,10
150,de,receive,verb,r______,erhalten,Wir haben Ihre Bestellung gestern erhalten.,-0.179803142,ɹᵻsiːv,ɛɾhaltən,4.85,2,7,2,7,8
151,de,tiny,adjective,t___,winzig,Nur eine winzige Minderheit vertritt diese Ansicht.,1.10215892,taɪni,vɪntsɪç,4.62,1,4,1,4,6
152,de,policy,noun,p_____,Strategie,Die Geschäftsleitung arbeitet gerade an einer neuen Strategie.,-3.136131713,pɑːlɪsi,ʃtrɑteːɡiː,5.17,1,6,1,9,8
153,de,secondly,adverb,s_______,zweitens,Erstens ist das Wetter heute prächtig und zweitens solltet ihr alle ohnehin an die frische Luft.,0.32527474,sɛkəndli,tsvaɪtəns,3.85,2,8,1,8,8
154,de,mystic,noun,m_____,Mystiker,Die Mystikerin glaubt an eine Verschwörung.,0.190760313,mɪstɪk,mʏstiːkɜ,3.6,1,6,2,4,4
155,de,promise,noun,p______,Versprechen,Er hat sein Versprechen eingelöst und mit ihnen einen Ausflug aufs Land gemacht.,1.420142049,pɹɑːmɪs,fɛɾʃprɛçən,4.71,1,7,2,9,10
156,de,mortality,noun,m________,Sterblichkeit,Das oberste Ziel ist die Senkung der Kindersterblichkeit.,0.153215908,mɔːɹtælᵻɾi,ʃtɛɾplɪçkaɪt,3.9,1,9,3,11,12
157,de,nylon,noun,n____,Nylon,Die Schneiderin näht mit einem Nylonfaden.,1.735932066,naɪlɑːn,nyːloːn,3.42,1,5,1,1,3
158,de,substantial,adjective,s__________,wesentliche (nicht: significant),Wir gehen hier ein wesentliches Risiko ein.,-2.823917771,səbstænʃəl,veːzəntlɪçə nɪçt zɪɡniːfiːkant,4.33,1,11,3,27,27
159,de,rigid,adjective,r____,starr,Das Metall war äußerst starr und hart.,-1.850446056,ɹɪdʒɪd,ʃtaɾ,3.75,1,5,2,5,6
160,de,deed,noun,d___,Tat,Er hat eine gute Tat vollbracht.,-0.945808662,diːd,tɑːt,3.75,2,4,1,4,3
161,de,developer,noun,d________,Bauunternehmer,Sie arbeitet als Bauunternehmerin in Kanada.,-2.81171856,dɪvɛləpɚ,baʊʊntɜneːmɜ,4.2,2,9,2,11,12
162,de,receptive,adjective,r________,empfänglich,Er war als Chef immer empfänglich für neue Ideen.,-2.758859511,ɹᵻsɛptɪv,ɛmpfɛŋlɪç,3.32,2,9,3,10,7
163,de,strongly,adverb,s_______,stark,"Meinem Vater wurde stark empfohlen, seine Ernährung umzustellen.",-0.224507612,stɹɔŋli,ʃtaɾk,4.47,2,8,1,6,6
164,de,relatively,adverb,r_________,verhältnismäßig,Diese Prüfung war verhältnismäßig einfach.,-0.428989944,ɹɛlətɪvli,fɛɾhɛltnɪsmɛːsɪç,4.66,3,10,4,12,13
165,de,occupy,verb,o_____,etw bewohnen,Die Familie Müller bewohnt diese Farm seit Jahrzehnten.,-2.163293317,ɑːkjʊpaɪ,ɛtf bəvoːnən,3.93,1,6,2,12,12
166,de,nightmare,noun,n________,Albtraum,Das Kind hatte einen bösen Albtraum.,1.208062765,naɪtmɛɹ,alptraʊm,4.19,1,9,2,7,7
167,de,mobilization,noun,m___________,Mobilmachung,Die Gruppe hat sich für die Mobilmachung der Wirtschaft eingesetzt. ,-2.786846584,moʊbɪlᵻzeɪʃən,moːbɪlmaxʊŋ,3.27,2,12,5,7,8
168,de,mine,misc,m___,mein,Das Weinglas auf dem Tisch ist meins. ,3.082731392,maɪn,maɪn,5.04,1,4,1,2,0
169,de,phoenix,noun,p______,Phönix,Die Phönix ist das Sinnbild der Unsterblichkeit.,0.412789654,fiːnɪks,føːnɪks,4.21,1,7,1,3,1
170,de,maybe,adverb,m____,vielleicht,Es kamen vielleicht zwanzig Leute zu seiner Feier.,1.836711205,meɪbiː,fɪlaɪçt,5.45,1,5,1,9,7
171,de,vocally,adverb,v______,"vernehmlich, lautstark",Viele Menschen protestierten vernehmlich gegen die Pläne der Regierung.,-3.813078126,voʊkəli,fɛɾneːmlɪç laʊtstaɾk,2.8,2,7,2,19,19
172,de,dreamer,noun,d______,"Traumtänzer, Träumer",Du bist ein Träumer!,2.603526089,dɹiːmɚ,traʊmtɛntsɜ trɔømɜ,3.28,2,7,2,15,17
173,de,experimental,adjective,e___________,experimentell,Der neuen Methode sind jahrelange experimentelle Versuche vorausgegangen.,0.226406226,ɛkspɛɹɪmɛntəl,ɛkspeːriːməntɛl,4.28,1,12,5,2,7
174,de,pure,adjective,p___,rein,Wir konnten mehrere Klumpen reines Gold aus dem Fluss sieben.,2.491420746,pjʊɹ,raɪn,4.64,1,4,1,4,4
175,de,electric,adjective,e_______,elektrisch,Sie kauften einen elektrischen Bohrer.,2.59316423,ᵻlɛktɹɪk,eːlɛktrɪʃ,4.72,1,8,2,3,4
176,de,fellow,noun,f_____,Kerl (nicht: guy),Er ist ein netter Kerl.,-1.487760623,fɛloʊ,kɛɾl nɪçt ɡuːiː,4.76,1,6,2,15,13
177,de,encouraging,adjective,e__________,ermutigend,Seine Worte waren ermutigend.,-0.799885037,ɛŋkɜːɹɪdʒɪŋ,ɛɾmuːtɪɡənt,4.14,2,11,3,7,8
178,de,tilt,verb,t___,"neigen, kippen","Die Sitze kippen nach vorne, wenn man diesen Hebel betätigt.",-1.944515913,tɪlt,naɪɡən kɪpən,3.66,1,4,1,13,11
179,de,furiously,adverb,f________,wütend,Der wütende Mann konnte sich nur langsam beruhigen.,-2.786763654,fjʊɹɹiəsli,vyːtənt,3.19,2,9,2,9,9
180,de,effective,adjective,e________,"wirksam, erfolgreich",Das ist ein wirksames Medikament.,-1.980998654,ɪfɛktɪv,vɪɾkzɑːm ɛɾfɔlɡraɪç,4.89,1,9,3,17,16
181,de,explicitly,adverb,e_________,"deutlich, ausdrücklich","Ich sagte ihm ausdrücklich, dass er an diesem Tag an der Veranstaltung teilnehmen musste.",-1.971437787,ɛksplɪsɪtli,dɔøtlɪç aʊsdrʏklɪç,3.96,2,10,3,17,14
182,de,merger,noun,m_____,Fusion,Die Fusion der beiden Firmen ist bereits abgeschlossen.,-2.416662902,mɜːdʒɚ,fuːzjoːn,3.97,2,6,2,6,7
183,de,soon,misc,s___,bald,Bitte schicke mir die E-Mail so bald wie möglich.,2.712899134,suːn,balt,5.32,1,4,1,4,4
184,de,regenerate,verb,r_________,"wiederbeleben,  regenerieren (nicht: revitalize)","Die Gelder werden dafür verwendet, den Ortskern wiederzubeleben.",-2.394661815,ɹiːdʒɛnɚɹeɪt,viːdɜbəleːbən reːɡəneːriːrən nɪçt reːviːtɑliːtsə,3.15,2,10,4,39,41
185,de,mind,noun,m___,Verstand,Die alte Frau hat ihren Verstand verloren.,0.96993815,maɪnd,fɛɾʃtant,5.41,1,4,1,6,7
186,de,train,noun,t____,Zug,Ich muss den Zug nach Edinburgh unbedingt erreichen.,3.276458368,tɹeɪn,tsuːk,4.96,1,5,1,5,4
187,de,brutality,noun,b________,Brutalität,Die Brutalität des Überfalls ist unfassbar.,1.444546624,bɹuːtælᵻɾi,bruːtɑːliːtɛːt,3.6,1,9,3,3,9
188,de,niche,noun,n____,"Stelle, Platz",Ich habe die richtige Stelle für dich gefunden. Du solltest dich für diesen Job bewerben.,-3.86907664,nɪtʃ,ʃtɛlə plats,3.85,1,5,1,12,10
189,de,implement,verb,i________,"etw einführen, umsetzen",Der Chef hat die neuen Regelungen nie umgesetzt.,-2.356797266,ɪmplɪmənt,ɛtf aɪnfyːrən ʊmzɛtsən,4.2,3,9,3,19,18
190,de,mozzarella,noun,m_________,Mozzarella,Ich hätte gerne einen Tomaten-Mozzarella-Salat.,0.858594922,mɑːzɚɹɛlə,mɔtsarɛlɑː,3.1,1,10,2,1,7
191,de,pledge,verb,p_____,sich verpflichten [nicht: promise],Deutschlands Regierung verpflichtet sich zu sofortigen Hilfsmaßnahmen.,-2.729649021,plɛdʒ,zɪç fɛɾpflɪçtən nɪçt proːmɪsə,4.0,1,6,1,30,27
192,de,presence,noun,p_______,"Anwesenheit, Vorhandensein",Die Lehrerin nahm meine Anwesenheit nicht zur Kenntnis.,-0.411402875,pɹɛzəns,anveːzənhaɪt foːɾhandənzaɪn,4.73,2,8,2,21,24
193,de,thing,noun,t____,Ding,"Leg dieses Ding weg, wenn ich mich mit dir unterhalte!",2.30673801,θɪŋ,dɪŋ,5.72,2,5,1,2,1
194,de,irregular,adjective,i________,unregelmäßige,Man kann nur unregelmäßige Herztöne hören.,0.684100882,ɪɹɛɡjʊlɚ,ʊnreːɡəlmɛːsɪɡə,3.7,1,9,4,9,14
195,de,shocked,adjective,s______,erschüttert,Die erschütterten Augenzeugen standen betreten neben dem Unfallort.,-1.301240446,ʃɑːkt,ɛɾʃʏtɜt,4.27,2,7,1,8,5
196,de,less,adverb,l___,weniger,Du solltest eindeutig mehr lernen und weniger mit mir diskutieren.,2.235780849,lɛs,veːnɪɡɜ,5.49,1,4,1,6,7
197,de,unhealthy,adjective,u________,kränklich,Ihre Haut sah blass und kränklich aus.,-0.633311762,ʌnhɛlθi,krɛŋklɪç,3.72,2,9,2,8,7
198,de,compliance,noun,c_________,gemäß,Die Arbeit wurde gemäß der Gebäudevorschriften renoviert.,-4.758644309,kəmplaɪəns,ɡəmɛːs,4.17,1,10,3,9,7
199,de,clinic,noun,c_____,Klinik,Sie lässt sich in einer geburtsvorbereitenden Klinik beraten.,1.900717954,klɪnɪk,kliːnɪk,4.21,1,6,2,2,2
200,de,rental,noun,r_____,Mietbetrag,Der Mietbetrag für dieses Auto ist wirklich verhältnismäßig sehr günstig.,-0.960264824,ɹɛntəl,miːtbətrɑːk,4.1,2,6,2,7,9
201,de,quarter,noun,q______,Viertel,Es ist Viertel vor fünf.,1.54051535,kwɔːɹɾɚ,fiːɾtəl,4.72,2,7,1,4,7
202,de,pregnancy,noun,p________,Schwangerschaft,"Eine geplante Schwangerschaft ist ein guter Grund, um regelmäßig Sport zu treiben.",0.535093449,pɹɛɡnənsi,ʃvaŋɜʃaft,4.33,2,9,2,13,9
203,de,underscore,verb,u_________,unterstreichen,Ihr könnt die wichtigsten Wörter rot unterstreichen.,-3.504409281,ʌndɚskɔːɹ,ʊntɜʃtraɪçən,2.97,2,10,3,8,11
204,de,testing,noun,t______,Prüfen,Das Prüfen und Beurteilen sind wichtige Elemente des Schulbetriebs.,-0.133856095,tɛstɪŋ,pryːfən,4.67,3,7,2,6,7
205,de,society,noun,s______,Gesellschaft,In einer modernen Gesellschaft kann der Einzelne mehr über das eigene Leben entscheiden als in einer rückständigen Gesellschaft.,0.715100703,səsaɪəɾi,ɡəzɛlʃaft,5.17,1,7,3,10,8
206,de,capitalist,adjective,c_________,Kapitalist,"Ein Kapitalist ist bemüht, seinen Reichtum und Wohlstand zu vergrößern. ",1.422369512,kæpɪɾəlɪst,kɑpiːtalɪst,3.79,1,10,4,1,5
207,de,suspicious,adjective,s_________,misstrauisch,Er warf ihr einen misstrauischen Blick zu.,-1.445741026,səspɪʃəs,mɪsʃtraʊɪʃ,4.09,1,10,3,10,9
208,de,crack,noun,c____,Riss,Unsere neue Dachterrasse hat schon Risse.,-1.265597214,kɹæk,rɪs,4.41,1,5,1,5,4
209,de,popular,adjective,p______,beliebt,Diese Marke ist gerade bei Jugendlichen sehr beliebt.,0.759598866,pɑːpjʊlɚ,bəliːpt,5.07,1,7,3,7,8
210,de,rat,noun,r__,"oft gefürchtetes Nagetier mit langem, dünnem Schwanz, das besonders in Kellern und der Kanalisation lebt",Dieses Nagetier hat in der Kanalisation unserer Stadt leider Überhand gewonnen und muss wieder zurückgedrängt werden.,1.262105167,ɹæt,ɔft ɡəfʏɾçtətəs nɑɡeːtiːɾ mɪt laŋəm dʏnəm ʃvants das bəzɔndɜs ɪn kɛlɜn ʊnt dɛɾ kɑnaliːzatsjoːn leːpt,4.17,1,3,1,101,99
211,de,head,noun,h___,Kopf,Beim Sturz hat er sich am Kopf verletzt.,1.250933369,hɛd,kɔpf,5.51,1,4,1,4,4
212,de,confirmation,noun,c___________,Bestätigung,Ich habe die Versandbestätigung per Mail erhalten.,0.028352469,kɑːnfɚmeɪʃən,bəʃtɛːtɪɡʊŋ,4.08,2,12,4,11,11
213,de,reasonably,adverb,r_________,ziemlich [nicht: relatively],"Wir sind uns ziemlich sicher, dass wir das Problem bald lösen können.",-3.653213321,ɹiːzənəbli,tsiːmlɪç nɪçt reːlatiːvəliː,4.03,3,10,3,23,22
214,de,migrant,noun,m______,Zuwanderer,Europa hat viele Zuwanderer aufgenommen.,1.166091161,maɪɡɹənt,tsuːvandərɜ,3.75,1,7,2,9,10
215,de,female,noun,f_____,Frau (nicht: woman),"Der Zahnarzt dachte, dass ich eine von den hysterischen Frauen wäre.",0.445070789,fiːmeɪl,fraʊ nɪçt voːmɑːn,5.0,1,6,2,17,14
216,de,reinforce,verb,r________,verstärken,Die guten Gespräche verstärken die freundschaftliche Beziehung zwischen den beiden Ländern.,-2.294051803,ɹiːʲɪnfɔːɹs,fɛɾʃtɛɾkən,3.68,3,9,3,7,11
217,de,leather,noun,l______,Leder,Dieser Schuh ist aus Leder.,1.623956916,lɛðɚ,leːdɜ,4.35,2,7,2,4,4
218,de,relieve,verb,r______,"lindern, erleichtern","Um diese Kopfschmerzen zu lindern, müssen die Tabletten rechtzeitig eingenommen werden.",-2.261722465,ɹᵻliːv,lɪndɜn ɛɾlaɪçtɜn,3.77,2,7,2,15,15
219,de,shelf,noun,s____,Regal,Sie baute ein Regal aus Ziegelsteinen und alten Holzpaletten.,-0.539186349,ʃɛlf,reːɡɑːl,4.02,1,5,1,5,7
220,de,tactic,noun,t_____,Strategie,Wegschauen ist hier wohl die falsche Strategie.,-1.919439291,tæktɪk,ʃtrɑteːɡiː,3.71,1,6,2,6,8
221,de,ironic,adjective,i_____,ironisch,Das war eine ironische Aussage.,1.673691579,aɪɹɑːnɪk,iːroːnɪʃ,3.8,1,6,2,2,5
222,de,accelerator,noun,a__________,Gaspedal,Ich drückte vorsichtig auf das Gaspedal des Autos.,-1.426682667,ɐksɛlɚɹeɪɾɚ,ɡaspeːdɑːl,3.42,1,11,5,9,10
223,de,preservative,noun,p___________,Konservierungsmittel,Das Produkt ist frei von künstlichen Geschmacksträgern und Konservierungsmitteln.,-2.21110025,pɹɪzɜːvətɪv,kɔnzɛɾviːrʊŋsmɪtəl,2.79,2,12,4,14,15
224,de,press,verb,p____,drücken,Drücken Sie fest eine Handfläche gegen die andere.,0.206729441,pɹɛs,drʏkən,5.16,2,5,1,6,6
225,de,awful,adjective,a____,"furchtbar, schrecklich (nicht: terrible)",Ich habe eine furchtbare Nacht hinter mir. Ich habe überhaupt nicht geschlafen.,-0.151370624,ɔːfəl,fʊɐçtbɑːɾ ʃrɛklɪç nɪçt tɛriːblə,4.46,1,5,2,38,29
226,de,fire,verb,f___,etw abfeuern,Er feuerte die Handschusswaffe ab.,1.804406204,faɪɚ,ɛtf apfɔøɜn,5.3,1,4,1,10,9
227,de,digitally,adverb,d________,digital,Die Daten sind alle digital erfasst.,0.15430736,dɪdʒɪɾəli,diːɡiːtɑːl,3.45,2,9,3,2,9
228,de,methodology,noun,m__________,Methodik,Unser Trainer ist dieser neuen Methodik gegenüber aufgeschlossen.,-1.82161048,mɛθədɑːlədʒi,meːtoːdɪk,3.82,1,11,4,6,9
229,de,overcharge,verb,o_________,jdm zu viel berechnen,"Ich bin mir ziemlich sicher, dass der Verkäufer mir zu viel für die Vase berechnet hat. ",-2.131378649,oʊvɚtʃɑːɹdʒ,jɔtdeːɛm tsuː fiːl bərɛçnən,2.49,1,10,2,17,25
230,de,path,noun,p___,"Weg, Pfad",Es führt ein steiler Weg zu der Hütte.,0.355213184,pæθ,veːk pfɑːt,4.71,1,4,1,9,9
231,de,use,noun,u__,Verwendung,Die Verwendung von biologischen Waffen wurde international verboten.,2.347787302,juːs,fɛɾvɛndʊŋ,5.81,1,3,1,9,9
232,de,base,verb,b___,"seinen Sitz haben, stationiert sein",Wo wird dein Büro seinen Sitz haben?,-0.7080428,beɪs,zaɪnən zɪts hɑːbən ʃtatsjoːniːɾt zaɪn,5.05,1,4,1,31,35
233,de,commit,verb,c_____,etw begehen,"Der Student beschreibt in seiner Bachelorarbeit die Gründe, warum Menschen Verbrechen begehen. ",-0.351582395,kəmɪt,ɛtf bəɡeːən,4.33,1,6,2,11,10
234,de,exchange,verb,e_______,etw austauschen,Die Geschäftsleute tauschen ihre Kontaktdaten aus.,0.294568117,ɛkstʃeɪndʒ,ɛtf aʊstaʊʃən,4.85,1,8,2,12,11
235,de,helper,noun,h_____,Helfer,Ich habe Kuchen und Kaffee für die Helfer vorbereitet.,2.562718002,hɛlpɚ,hɛlfɜ,3.41,2,6,2,2,2
236,de,dress,noun,d____,Kleid,Die Frau hatte ein blaues Kleid an.,3.007146155,dɹɛs,klaɪt,4.76,1,5,1,4,5
237,de,accidental,adjective,a_________,"zufällig, versehentlich",Diese Entdeckung war völlig zufällig.,-1.588982995,æksɪdɛntəl,tsuːfɛlɪç fɛɾzeːəntlɪç,3.82,1,10,4,19,18
238,de,hover,verb,h____,schweben,Das Flugzeug hat noch keine Landeerlaubnis erhalten und schwebt in der Luft. ,-1.139925317,hʌvɚ,ʃveːbən,3.26,2,5,2,6,7
239,de,grill,noun,g____,Grill (nicht: broiler),Ich brate das Hähnchen auf dem Grill an. ,1.854756648,ɡɹɪl,ɡrɪl nɪçt broːiːlɜ,3.84,1,5,1,18,15
240,de,senate,noun,s_____,Senat,Der Senat muss noch über den Gesetzesentwurf abstimmen.,0.088634418,sɛnət,zeːnɑːt,4.8,1,6,2,2,5
241,de,pick,noun,p___,"Spitzhacke, Pickel","Gärtner nutzen die Spitzhacke regelmäßig, um harte Erde aufzulockern. ",-1.31092207,pɪk,ʃpɪtshakə pɪkəl,5.08,1,4,1,14,12
242,de,distribution,noun,d___________,Verteilung,Die Verteilung der Lebensmittel hat ohne Probleme funktioniert.,-0.898829339,dɪstɹɪbjuːʃən,fɛɾtaɪlʊŋ,4.64,3,12,4,9,11
243,de,request,verb,r______,um etwas ansuchen,Ein Pilot muss vor der Landung um Landeerlaubnis ansuchen.,-1.187531357,ɹᵻkwɛst,ʊm ɛtvɑːs anzuːxən,4.76,3,7,2,15,17
244,de,hatred,noun,h_____,Hass,Gleichgültigkeit ist schlimmer als Hass.,-1.057840832,heɪtɹɪd,has,4.05,2,6,1,5,6
245,de,designer,noun,d_______,Designer,Die Designerin entwirft die neue Herbstkollektion.,1.708847137,dɪzaɪnɚ,dɪzaɪnɜ,4.42,2,8,3,1,1
246,de,underweight,adjective,u__________,untergewichtig,Für seine Größe ist er leicht untergewichtig.,0.587895726,ʌndɚweɪt,ʊntɜɡəvɪçtɪç,2.83,2,11,3,6,9
247,de,spill,verb,s____,verschütten,Sie verschüttet ständig Kaffee oder Wein auf unserem schönen Esstisch.,-1.023199716,spɪl,fɛɾʃʏtən,3.84,1,5,1,10,8
248,de,famous,adjective,f_____,berühmt,Er ist ein berühmter Tennisspieler.,1.752140644,feɪməs,bəryːmt,4.84,1,6,2,7,7
249,de,story,noun,s____,Geschichte,Die Geschichte nahm schließlich ein glückliches Ende.,3.159749157,stɔːɹi,ɡəʃɪçtə,5.45,1,5,1,9,7
250,de,want,verb,w___,wollen,"Was ich wirklich will, hast du nie verstanden.",0.501929221,wɔnt,vɔlən,6.04,1,4,1,5,4
251,de,stereo,noun,s_____,Musikanlage,"Mein Vater hat eine sehr teure Musikanlage, an die er auch wirklich niemanden heranlässt.",-0.367486312,stɛɹɪʲoʊ,muːziːkanlɑːɡə,3.77,1,6,2,10,14
252,de,easy,adverb,e___,"leicht, einfach",Die Kinder lösen die Aufgabe leicht.,2.915378825,iːzi,laɪçt aɪnfax,5.29,1,4,1,13,12
253,de,rapid,adjective,r____,sehr schnell,In diesem Land sehen wir derzeit ein sehr schnelles wirtschaftliches Wachstum.,-0.202395682,ɹæpɪd,zeːɾ ʃnɛl,4.38,1,5,2,11,9
254,de,ecological,adjective,e_________,ökologisch,Mein ökologischer Fußabdruck ist mir wichtig.,-0.243236617,ɛkəlɑːdʒɪkəl,øːkoːloːɡɪʃ,3.78,1,10,4,5,10
255,de,validity,noun,v_______,"Gültigkeit, Wert",Diese Untersuchung hat keinerlei wissenschaftliche Gültigkeit.,-1.400910588,vælɪdᵻɾi,ɡʏltɪçkaɪt vɛɾt,3.7,1,8,2,12,12
256,de,convenient,adjective,c_________,"passend, günstig","Wenn es passend ist, kontaktiere mich bitte morgen in der Früh.",-2.101228679,kənviːnɪʲənt,pasənt ɡʏnstɪç,4.15,1,10,3,12,12
257,de,curve,noun,c____,Kurve,Die Straße hat viele Kurven.,1.88119097,kɜːv,kʊɐvə,4.14,1,5,1,1,3
258,de,acute,adjective,a____,akut,Es handelt sich um eine akute Entzündung.,0.733720447,ɐkjuːt,ɑkuːt,4.0,1,5,1,2,2
259,de,credit,verb,c_____,einem Konto etw gutschreiben,Die Summe wurde auf deinem Konto gutgeschrieben.,-1.929294382,kɹɛdɪt,aɪnəm kɔntoː ɛtf ɡʊtʃraɪbən,5.0,1,6,2,25,24
260,de,left,noun,l___,links,Wir lesen von links nach rechts.,2.694336388,lɛft,lɪŋks,5.62,1,4,1,4,4
261,de,fan,verb,f__,jdm /sich Luft zufächeln,Ich fächelte mir mit einem Stück Papier Luft zu.,-0.724318477,fæn,jɔtdeːɛm zɪç lʊft tsuːfɛçəln,4.92,1,3,1,22,26
262,de,doctrine,noun,d_______,"Lehre, Grundsatz",Die Lehre des christlichen Glaubens wird in dieser Gegend verbreitet.,-2.517231095,dɑːktɹɪn,leːrə ɡrʊndzats,3.98,1,8,2,14,13
263,de,betray,verb,b_____,etw verraten,Sie haben ihr Land verraten.,-0.082168266,bᵻtɹeɪ,ɛtf fɛɾrɑːtən,3.42,1,6,2,9,13
264,de,intent,noun,i_____,Absicht,Er hat schließlich seine Absichten allen verkündet.,-0.603442964,ɪntɛnt,apzɪçt,4.28,2,6,2,6,5
265,de,consumption,noun,c__________,Verbrauch,Der Umwelt zuliebe sollten wir unseren Verbrauch von Wasser und Energie verringern.,-1.310723766,kənsʌmpʃən,fɛɾbraʊx,4.35,2,11,3,11,10
266,de,motorcyclist,noun,m___________,Motorradfahrer,Lukas ist ein erfahrener Motorradfahrer.,-1.249014866,moʊɾɚsaɪklɪst,moːtoːɾratfɑːrɜ,2.74,1,12,4,10,12
267,de,uncertain,adjective,u________,ungewiss,Die Entwicklung bleibt weiterhin ungewiss.,-1.062153173,ʌnsɜːʔn̩,ʊnɡəvɪs,3.99,2,9,3,6,7
268,de,golden,adjective,g_____,golden,Der Engel hat goldenes Haar.,3.284272722,ɡoʊldən,ɡɔldən,4.67,1,6,1,0,2
269,de,rage,noun,r___,Wut,"Ohnmächtig vor Wut und Frustration, begann sie, tobend um sich zu treten.",0.505952077,ɹeɪdʒ,vuːt,4.11,1,4,1,4,5
270,de,unite,verb,u____,vereinigen,"Oft vereinigen sich die verschiedensten Gruppen, um gegen Regierungsbeschlüsse zu protestieren.",0.367770013,juːnaɪt,fɛɾaɪnɪɡən,3.9,2,5,1,7,9
271,de,thriller,noun,t_______,Thriller,Er hat wieder einen extrem spannenden Thriller geschrieben.,2.441987671,θɹɪlɚ,(en)θɹɪlə(de),3.91,2,8,2,1,9
272,de,provided,misc,p_______,"sofern, vorausgesetzt","Wir werden die Geburtstagsfeier im Garten feiern, vorausgesetzt, das Wetter hält.",-2.23292209,pɹəvaɪdᵻd,zoːfɜn foːraʊsɡəzɛtst,5.02,2,8,1,18,20
273,de,disrupt,verb,d______,"unterbrechen, stören","Er war darauf bedacht, die Sitzung nicht zu stören.",-3.704899623,dɪsɹʌpt,ʊntɜbrɛçən ʃtøːrən,3.59,2,7,2,18,17
274,de,compulsive,adjective,c_________,"zwanghaft, krankhaft",Er ist ein zwanghafter Spieler.,-2.611027355,kəmpʌlsɪv,tsvaŋhaft kraŋkhaft,3.29,1,10,3,20,18
275,de,establish,verb,e________,"etw einführen, gründen",Mein Vater hat eine erfolgreiche Firma gegründet.,-1.28178811,ɪstæblɪʃ,ɛtf aɪnfyːrən ɡrʏndən,4.46,1,9,3,19,20
276,de,stuff,noun,s____,Sachen,Ich habe einfach zu viele Sachen in meiner Wohnung.,-0.26920442,stʌf,zaxən,5.14,1,5,1,6,5
277,de,mean,verb,m___,etw bedeuten,"Bedeutet das, dass du deinen Job kündigen wirst?",2.691980439,miːn,ɛtf bədɔøtən,5.53,1,4,1,10,11
278,de,draw,verb,d___,etw zeichnen,Der Junge zeichnet gerne.,1.923072831,dɹɔː,ɛtf tsaɪçnən,4.81,1,4,1,12,12
279,de,mechanical,adjective,m_________,mechanisch,Die mechanische Maschine muss erneuert werden.,0.33398016,mᵻkænɪkəl,mɛçɑnɪʃ,4.33,1,10,4,3,6
280,de,blackout,noun,b_______,Stromausfall (nicht: power cut),Heute Nacht gab es einen Stromausfall von mehreren Stunden.,-1.42893723,blækaʊt,ʃtroːmaʊsfal nɪçt paʊɜ kuːt,3.58,1,8,2,26,23
